自動体外式除細動器（ＡＥＤ）設置施設一覧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,令和元年９月１日現在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,下長,民間企業など,（協）八戸総合卸センター,八戸市卸センター一丁目１２－１０,28-0311,1,,8:30～17:00,日・祝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,下長,民間企業など,東邦薬品（株）八戸営業所,八戸市卸センター一丁目１１－１５,28-3512,1,,8:30～17:30,土・日・祝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,下長,民間企業など,（株）金入,八戸市卸センター二丁目４－１２,28-2871,1,,8:30～17:30,日・祝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,下長,民間企業など,（株）サンデー　八戸石堂店,八戸市長苗代二丁目２１－１３,28-8733,1,,7:00～20:00,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,下長,民間企業など,（株）サンデー　八戸長苗代店,八戸市大字長苗代字前田６１－２,28-9651,1,,7:00～20:00,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,下長,民間企業など,（株）合田観光商事　八戸ひまわり,八戸市大字長苗代字内舟渡６６－２,21-2670,1,カウンター横,8:30～23:00,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,下長,民間企業など,スロットクラブ夢屋　石堂店,八戸市石堂二丁目１０－１６,29-1870,1,景品カウンター内,7:30～00:30,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,下長,民間企業など,三八五オートスクール（株）,八戸市大字長苗代字中坪１０７－２,27-5600,1,１階ロビー,(4月～12月)10:00～20:00／(1月～3月) 9:00～20:00,毎週 日曜日 又は 月曜日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,下長,民間企業など,株式会社　下舘組,八戸市大字長苗代字鰻苗代１２－５,80-7768,1,本社内　１階廊下,8:00～17:00,第2･4土曜、日・祝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,下長,民間企業など,青い森信用金庫　河原木支店,八戸市下長四丁目１０－３,20-2121,1,,9:00～17:00,土･日･祝、年末年始(12/31～1/3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,下長,病院・福祉施設など,メディカルコート八戸西病院,八戸市大字長苗代字中坪７７,28-4000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,下長,病院・福祉施設など,八戸西健診プラザ,八戸市大字長苗代字中坪７４－１,21-1717,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,下長,病院・福祉施設など,高木クリニック,八戸市下長一丁目６－６,20-5566,1,処置室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,下長,病院・福祉施設など,デイサービスセンター　石堂さくら通りルエ,八戸市石堂二丁目２９－７,51-2252,1,事務所内カウンター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,下長,病院・福祉施設など,医療法人照世会　きく皮膚科,八戸市日計一丁目２－５１,21-1611,1,１階診察室,9:00～18:00／（木、第2・4土）9:00～12:00,第1･3･5土曜、日・祝、ＧＷ、お盆、年末年始、木曜午後,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,下長,公共施設・機関,八戸地域広域市町村圏事務組合　八戸環境クリーンセンター,八戸市八太郎六丁目９ー４４,28-1919,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,下長,公共施設・機関,八戸市中央卸売市場　警備室,八戸市大字河原木字神才７－４,28-8888,1,,24時間,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,下長,公共施設・機関,八戸市中央卸売市場　花き棟,八戸市大字河原木字神才７－４,28-8888,1,,8:00～17:00,花き部休開市カレンダーによる（土日、祝日の一部、12/28～1/3）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,下長,公共施設・機関,八戸市屋内トレーニングセンター,八戸市大字河原木字谷地田４,20-2990,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,下長,公共施設・機関,根岸公民館,八戸市高州二丁目２３－１９,20-4894,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,下長,公共施設・機関,南部山健康運動センター,八戸市大字河原木字蝦夷館３－６,20-5403,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,下長,公共施設・機関,下長市民サービスセンター,八戸市下長一丁目４－３,28-1901,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,下長,公共施設・機関,下長公民館,八戸市下長一丁目４－９,28-8863,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,下長,公共施設・機関,海上自衛隊八戸航空基地,八戸市大字河原木字高館,28-3011,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,下長,公共施設・機関,北地区給食センター,八戸市石堂三丁目８－６,28-1711,1,１階事務室,8:15～17:00,土･日･祝、年末年始(12/29～1/3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,下長,教育機関,北稜中学校,八戸市大字河原木字八太郎山１０－１３９,28-0525,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,下長,教育機関,日計ヶ丘小学校,八戸市大字河原木字日計上１１－１,29-3141,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,下長,教育機関,根岸小学校,八戸市日計五丁目８－１,20-4963,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,下長,教育機関,高館小学校,八戸市大字河原木字小田５６－１６,28-3603,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,下長,教育機関,城北小学校,八戸市石堂一丁目２２－６,28-8491,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,下長,教育機関,下長中学校,八戸市大字河原木字河原木後７７－２,28-2745,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,下長,教育機関,下長小学校,八戸市大字長苗代字太古殿１－１,28-6738,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,南浜,民間企業など,三浦建設工業株式会社,八戸市大字鮫町字高森３０－８,35-2100,1,正面玄関内,8:30～17:00,土・日・祝、年末年始、盆休,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,南浜,公共施設・機関,南浜市民サービスセンター,八戸市大字鮫町字棚久保１４－１１８,38-2004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,南浜,公共施設・機関,南浜児童館,八戸市大字鮫町字赤コウ５５－１１８,38-2109,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,南浜,公共施設・機関,南浜公民館,八戸市大字鮫町字棚久保１４－４８,39-3036,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,南浜,公共施設・機関,大久喜生活センター,八戸市大字鮫町字大作平１,なし,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,南浜,教育機関,南浜中学校,八戸市大字鮫町字子猪越１５－２,38-2009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,南浜,教育機関,種差小学校,八戸市大字鮫町字赤コウ５５－５９,38-2011,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,南浜,教育機関,金浜小学校,八戸市大字金浜字外ノ久保４３－３,38-2610,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,南浜,教育機関,大久喜小学校,八戸市大字鮫町字大作平４４－２９,38-2609,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,南郷（島守）,病院・福祉施設など,南郷診療所,八戸市南郷大字島守字梨子ノ久保２５－３,82-2211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,南郷（島守）,公共施設・機関,老人福祉センター　南郷,八戸市南郷大字島守字阿庄内１５－２,82-3000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,南郷（島守）,公共施設・機関,南郷歴史民俗資料館,八戸市南郷大字島守字小山田７－１,83-2443,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,南郷（島守）,公共施設・機関,南郷農産物直売所　朝もやの館,八戸市南郷大字島守字古坊６１－１,80-8088,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,南郷（島守）,公共施設・機関,市民の森不習岳・総合案内施設,八戸市南郷大字島守字外田山１９,83-2146,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,南郷（島守）,公共施設・機関,島守市民サービスセンター,八戸市南郷大字島守字小山田８,83-2111,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,南郷（島守）,公共施設・機関,青葉湖展望交流施設（山の楽校）,八戸市南郷大字島守字北ノ畑６－２,82-2222,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,南郷（島守）,公共施設・機関,南郷第四区区民会館,八戸市南郷大字島守字小平18-1,83-2205,1,,,集会所につき常駐職員はいません,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,南郷（島守）,公共施設・機関,南郷農村婦人の家,八戸市南郷大字島守字鮫ノ口4-1,83-2821,1,,,集会所につき常駐職員はいません,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,南郷（島守）,公共施設・機関,南郷第八区研修センター,八戸市南郷大字島守字山田谷地13-1,82-3050,1,,,集会所につき常駐職員はいません,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,南郷（島守）,公共施設・機関,南郷公民館頃巻沢分館,八戸市南郷大字頃巻沢字蒼前下38番地1,83-2105,1,,,常駐職員はいません,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,南郷（島守）,公共施設・機関,南郷公民館古里分館,八戸市南郷大字南郷大字島守字若宮９番地,83-2109,1,,,常駐職員はいません,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,南郷（島守）,公共施設・機関,南郷公民館緑分館,八戸市南郷大字南郷大字島守字馳下り14-1,83-2757,1,,,常駐職員はいません,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,南郷（島守）,教育機関,島守中学校,八戸市南郷大字島守字馬場３７,83-2011,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,南郷（島守）,教育機関,島守小学校,八戸市南郷大字島守字小平１５－１,83-2311,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,南郷（中野）,公共施設・機関,道の駅なんごう,八戸市南郷大字中野字舘野４－４,82-2902,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,南郷（中野）,公共施設・機関,八戸市南郷屋内運動場（グリーンドーム）,八戸市南郷大字中野字高村５－５,82-3303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,南郷（中野）,公共施設・機関,南郷屋内温水プール,八戸市南郷大字中野字高村５－５,82-3310,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,南郷（中野）,公共施設・機関,ジャズの館南郷,八戸市南郷大字中野字舘野４－４,60-8088,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,南郷（中野）,公共施設・機関,南郷公民館中野分館,八戸市南郷大字中野字樋河ノ上１番地,82-2953,1,,,常駐職員はいません,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,南郷（市野沢）,民間企業など,（株）サンデー　ホームマート南郷店,八戸市南郷大字市野沢字中市野沢８－４,60-8820,1,,7:00～19:00,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,南郷（市野沢）,公共施設・機関,八戸市南郷文化ホール（スウィングベリーNANGO）,八戸市南郷大字市野沢字中市野沢２４－１,60-8080,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,南郷（市野沢）,公共施設・機関,八戸市南郷体育館,八戸市南郷大字市野沢字中市野沢４４－１０,82-2008,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,南郷（市野沢）,公共施設・機関,八戸市立南郷図書館,八戸市南郷大字市野沢字中市野沢３９－１,60-8100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,南郷（市野沢）,公共施設・機関,南郷公民館,八戸市南郷大字市野沢字黒坂７－２,82-3385,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,南郷（市野沢）,公共施設・機関,南郷事務所,八戸市南郷大字市野沢字黒坂１１－１０,82-2111,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,南郷（市野沢）,教育機関,中沢中学校,八戸市南郷大字市野沢字黄檗７,82-2020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,南郷（市野沢）,教育機関,南郷小学校,八戸市南郷大字市野沢字石窪３２－１０,82-2042,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,南郷（鳩田）,公共施設・機関,南郷泉清水集会所,八戸市南郷大字泉清水字浜渡45-16,82-2956,1,,,集会所につき常駐職員はいません,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,南郷（鳩田）,公共施設・機関,鳩田農業研修センター,八戸市南郷大字大森字鳩田向21-171,82-2954,1,,,集会所につき常駐職員はいません,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,階上町,民間企業など,八戸観光開発株式会社　八戸カントリークラブ,三戸郡階上町大字赤保内字大渡２１－２７,88-3211,1,ロッカールーム入口（壁面）,8:00～17:00,クローズ時を除く（降雪による）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,階上町,民間企業など,ＰＡＣＨＩＮＫＯ＆ＳＬＯＴ　ＵＣＨＵ　階上店,三戸郡階上町大字道仏字天当平２－４３,88-3515,1,景品カウンター,8:30～22:50,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,※ＡＥＤマップ登録の届け出のあった市外事業所につきましても一部掲載しております。,,,,令和元年９月１日現在,461,台,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
